subject_id,edit_dist,len_diff,len_var,avg_len,num_patterns,start_time_var,end_time_var,fp_home,fp_lsb,fp_hopkins,fp_sudikoff,fp_53_commons,fp_baker-berry,fp_sport-venues,extra,agrbl,consc,neuro,open,assertive,activity,altruism,compliance,order,discipline,anxiety,depression,aesthetics,ideas
01,0.797570257703,-0.287768531197,-0.42889537686,0.995299621451,0.586718821769,-0.482263559791,0.188477262193,0.529825817207,0.497946603234,1.16238120424,-1.01212165469,-0.0830005501377,-0.620699107353,-0.841159917923,3.125,3.777777778,4.444444444,2.75,3.9,2.8,4,4,3.666666667,4,4.4,2,4.5,3.333333333,4.4
02,-0.764986594736,-2.21832576457,-1.53830323238,-0.0842176602766,0.586718821769,-1.09999786733,-0.017717482844,0.529825817207,0.497946603234,1.16238120424,1.15671046251,0.120728072928,-0.102383357914,1.26607575275,2.125,3,4.222222222,3.5,3.2,2,2.5,3.25,2,4.5,3.8,3.75,2.5,3.333333333,3.2
03,-2.00255788333,-1.42828234291,-1.19680497403,-1.89872543169,-3.73366522944,-0.78503507804,-1.61930779996,0.529825817207,-1.53910768272,-1.48236254698,0.289177615627,-1.50910091159,-1.13901485679,-0.841159917923,2.125,3.222222222,3.888888889,3.375,2.7,2.2,2,3.5,3,4,3.8,3.5,3.5,2.333333333,2.8
04,1.97933594442,1.16163443786,1.71239099985,2.18965916719,0.586718821769,-1.37675897425,-1.27173415422,0.529825817207,0.497946603234,1.16238120424,-0.361472019534,0.528185319058,1.62533580688,2.6708995332,2.375,3.111111111,2.666666667,4.125,2.9,1.8,4,3.5,2.666666667,2,2.8,4.5,3,3.666666667,2.6
05,1.07659826707,0.54385612318,0.403006686737,0.857488904634,0.586718821769,-0.943369714588,0.465317279315,0.529825817207,0.497946603234,0.809748704076,0.0722944039068,0.731913942123,-0.275155274394,1.26607575275,3.125,3.777777778,4.444444444,2.75,3.3,2.6,4,3.75,4,5,4.2,2.75,2.5,3,3.6
07,0.761460750609,1.19133531837,1.15922535254,0.0995299621451,0.226686817502,-0.587763816073,-0.376535972818,-0.975994926433,0.497946603234,0.633432453995,-1.01212165469,0.120728072928,-1.13901485679,1.03193845601,3.125,4.222222222,3.777777778,,2.3,3.4,2.5,4.5,4,4,3.4,2,,1.666666667,2.8
08,0.55136907297,-0.418452405457,-0.453507863948,0.581867471002,0.586718821769,-0.461907048077,-0.474763852986,0.529825817207,-0.72428596834,0.986064954157,2.02424330939,-0.694186419333,0.588704308005,0.0953892690428,2.625,3.777777778,4.222222222,3.25,3.3,2.2,3,3.75,3.333333333,3,4.4,3.25,3.5,1.666666667,4
09,-0.0789059599466,-0.388751524943,-0.516885018202,0.14546686775,0.586718821769,-0.586380403938,-0.326494792409,0.529825817207,0.905357460425,0.104483703752,-1.01212165469,1.13937118825,0.761476224485,-0.138748027699,2.375,4.555555556,2.666666667,2.125,3.3,1.8,3.5,4.5,5,2,2.6,2.5,1.5,2.666666667,3.6
10,-0.459697125667,-0.840204908748,-0.873766080987,0.742646640621,0.586718821769,-1.44792115162,-0.346813574825,0.529825817207,2.127590032,-0.0718325463293,0.506060827347,0.324456695993,2.3164234728,0.797801159267,2,1.333333333,4.777777778,3.375,3.6,1.8,3,1.5,1.333333333,4.5,4.8,3.25,4,3,3.8
14,1.48693357496,-0.192725713554,-0.163080516302,1.63841629993,0.586718821769,0.345387129398,-0.652402248602,0.529825817207,0.905357460425,0.457116203914,1.37359367423,-0.694186419333,1.97087963984,-0.841159917923,3.25,3.666666667,,,3.3,2.6,4,3.75,3.333333333,2.5,,,2,3,3.4
15,-0.154407656598,1.30419866433,1.18076127874,-0.934050413977,0.226686817502,2.09327428325,-0.976079105956,-1.72890529825,0.905357460425,-1.48236254698,-1.01212165469,0.120728072928,-0.275155274394,-0.138748027699,3.25,3.555555556,3.111111111,2.75,3,3.2,3,3.5,4.333333333,2,3.2,2.75,2.5,2.666666667,3
16,-0.728877087642,-0.875845965364,-0.871304832278,-0.130154565882,0.226686817502,-0.59484570118,-0.504576019976,0.529825817207,0.497946603234,-0.953413796735,0.939827250788,1.13937118825,-1.13901485679,0.329526565784,1.75,3.333333333,3.555555556,4.25,3.8,1,3,2.75,3.666666667,3,3.6,4.25,4,3.666666667,3.6
17,-0.499089315224,-0.115503424219,-0.253531406353,-0.267965282698,-0.133345186766,-0.910322324446,0.00785132598952,0.529825817207,0.905357460425,-0.24814879641,2.02424330939,-1.10164366546,-0.102383357914,-0.841159917923,2.625,3.888888889,3.333333333,3.125,4.5,2.4,3,4.5,2.666666667,1.5,3.8,2.75,4,5,4
18,-0.269301542807,0.573557003694,0.423311988585,-0.497649810725,-0.133345186766,0.629543900563,-0.719052938409,0.529825817207,-0.72428596834,-0.953413796735,1.59047688595,-0.286729173203,-0.275155274394,-0.138748027699,2.625,2.222222222,3.222222222,3.75,2.5,2.6,2.5,2,2,3,3.4,3.25,4.5,1.666666667,2.8
19,-0.118298149504,-0.656059449564,-0.763625201266,-0.0153123018685,0.586718821769,-0.488239430434,0.112362631569,-0.975994926433,0.905357460425,0.633432453995,-1.01212165469,0.120728072928,-0.275155274394,-0.607022621181,1.75,3.111111111,3.444444444,3.625,3.2,1.2,3,2.75,3.333333333,2.5,3.6,3.75,3.5,3,3.2
20,-1.15234312538,-0.157084656938,-0.281220454328,-1.53123018685,-1.9335052081,0.864549811964,2.53067963276,-0.223084554613,-1.13169682553,-1.3060462969,-1.22900486642,-0.694186419333,0.0703885585658,-0.37288532444,3.875,4.333333333,3.333333333,2.375,3.6,3.8,3.5,4.5,4.333333333,3.5,3.2,2.5,2,3.333333333,3.2
22,0.121337670303,-0.881786141467,-0.901455128962,0.719678187818,0.586718821769,0.187333941824,2.28943600102,0.529825817207,-2.35392939711,-1.12973004682,-0.795238442975,2.15801430358,-0.275155274394,1.03193845601,3.625,3.444444444,4.555555556,2.875,3.8,3,5,3.5,3.666666667,3.5,4.8,2.75,2.5,2,4.6
23,-1.76292206352,-1.57084656938,-1.2460299482,-1.43935637564,-1.9335052081,0.666119614089,-0.975954561723,0.529825817207,-0.72428596834,-1.48236254698,-0.144588807814,-0.490457796268,-0.966242940312,-0.607022621181,,3.666666667,3,3.75,3.6,,3.5,4.25,3,2.5,2.8,3.5,4,3.666666667,3.4
24,-0.216778623397,0.45475348164,0.287943309597,-0.267965282698,0.226686817502,0.158056647375,0.523395879275,0.529825817207,0.497946603234,-0.777097546654,0.506060827347,0.528185319058,-0.966242940312,-0.607022621181,3.5,2.666666667,2.333333333,3.125,3.5,3.4,3.5,2.75,2.333333333,2,2,3.5,2.5,2.666666667,3.8
27,-0.817509514146,-0.204606065759,-0.359980413012,-0.750302791555,-0.8534091953,1.47439316299,0.177653814011,0.529825817207,0.0905357460425,-0.24814879641,-1.22900486642,-1.30537228853,1.27979197392,-0.841159917923,2.5,3.888888889,2.666666667,3.125,3.3,2.2,3,3.5,4.333333333,2,3,3.25,3,3.666666667,3.2
30,1.61495819102,2.41501159553,2.9534756613,1.06420497986,0.586718821769,-1.12177903026,-1.23362925553,0.529825817207,0.497946603234,1.33869745432,0.0722944039068,0.324456695993,0.761476224485,-0.607022621181,4.5,4.111111111,4.444444444,2,3.6,4.4,4.5,4,4.333333333,4,4.6,2.25,1.5,3.333333333,3.8
32,1.73313475969,1.32201919263,1.28474903669,1.61544784712,0.586718821769,-0.0332866726364,1.93308993358,0.529825817207,0.497946603234,-0.600781296572,0.0722944039068,1.95428568051,-0.620699107353,-0.37288532444,4.25,4.222222222,4.333333333,1.75,3.7,3.8,5,4.25,4,4.5,4,2,1.5,2.666666667,4.2
33,-0.840488291388,-0.133323952527,-0.355057915594,-0.842176602766,-0.133345186766,1.21065577148,0.667657264971,0.529825817207,-1.13169682553,1.16238120424,-1.22900486642,-1.50910091159,-0.793471023833,-0.841159917923,2.875,3.333333333,1.888888889,3.625,4.6,2.6,3,3.5,3.333333333,1.5,1.6,3.5,4,4.666666667,4.4
35,-0.833922926461,-0.424392581559,-0.573493738506,-1.18670339481,-0.133345186766,-0.574275680055,0.822557610051,-0.223084554613,-1.94651853991,-1.3060462969,-0.361472019534,-0.0830005501377,-1.13901485679,-0.841159917923,2.625,3.888888889,3.555555556,2.625,3.4,2.4,3.5,3.75,4,4,3.4,2.5,2,2.666666667,3.6
43,0.252644968827,0.781463167288,0.67866654213,-0.336870641106,0.226686817502,1.04950824741,-0.013673476881,-3.23472604189,-0.316875111149,0.809748704076,-0.361472019534,1.54682843438,-1.13901485679,-0.841159917923,2.375,4.111111111,4.222222222,2.5,3.3,1.8,4,3.75,4.666666667,3,4.8,2.25,2.5,2.333333333,3.8
