cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,evac_decision
0.983506179,1.592096937,4.311987601,-1.501727884,-2.864994958,1.546175642,0
-1.308291938,1.630585685,-0.246821423,7.97553528,-0.059381504,0.611323216,1
-0.935274092,1.311641996,-0.847886574,0.636471752,4.605286547,-2.403896427,0
0.218682728,0.492751278,-0.723336701,-0.850816256,4.605286547,1.080753684,0
2.186331023,1.592096937,-2.18131361,0.384706619,4.605286547,2.626775973,1
1.463008052,0.558727493,-0.46203097,0.301478291,-0.439275329,-2.954028934,0
1.436002684,-0.663482119,0.644313545,-0.464773114,-1.121020973,-0.728745202,0
2.422259215,1.949529375,-2.18131361,-0.508470264,-0.470591923,-0.194400274,0
2.445686691,1.592096937,-0.710498184,-1.115868308,-2.864994958,1.823661845,0
1.70666173,0.11691985,-1.572382607,-1.113345185,-1.332403512,-0.317462274,0
-0.496620405,1.911040627,-0.491281515,0.930291187,-1.559331659,-0.185173039,0
-4.493494501,0.754807229,1.684324835,4.200234033,-1.563843459,-0.728745202,0
1.434797515,-0.344538429,2.000796639,-1.280055577,-2.430828159,0.949015386,1
0.876045598,-1.832466889,0.581933768,-1.929003423,-1.981425738,3.036000475,0
-1.795322683,1.911040627,2.700387317,0.018710315,-1.106664426,1.153627636,0
2.392155464,-0.663482119,1.80707093,-0.776124908,-0.470959835,-0.049483758,0
-0.239434928,0.11691985,-2.316898223,1.797006972,4.605286547,-3.4857645,0
-1.04920714,-1.221952436,-0.079327432,-0.71925358,-1.340915947,1.687972565,0
0.253850987,-0.663482119,-0.720167814,-1.072171158,-0.66384194,-0.597006903,0
-1.305567295,1.592096937,-1.217581326,3.286530441,1.914787514,-2.47542876,0
2.283974186,-0.982425809,2.804539965,0.047294132,-0.69789767,0.413328838,1
-0.713712019,1.592096937,-2.045728998,0.106768051,-0.693887346,-0.181222057,0
1.783424713,-0.383027177,1.789497696,-1.056473858,-1.561399796,1.483360314,1
1.185522829,-0.064083488,1.500363474,-0.760531703,-1.12516486,-0.598332174,0
0.410486822,-0.701970867,4.726659165,-0.28190231,-1.585155468,1.503338622,1
0.848656294,-1.020914557,1.42111618,-0.806935541,-1.111837537,2.491086692,0
2.010957615,0.954209558,-1.572382607,0.139334273,-0.235008089,-0.399012525,0
0.346893416,-1.120366161,-1.467852317,1.197282393,4.605286547,-2.213179199,0
-0.193033678,0.43586354,0.128684228,1.786723048,-0.262691959,-4.493490879,0
1.99354741,-2.445306368,-1.252836634,1.241059012,-0.04109676,-3.498391781,0
-2.681522636,-1.008618029,-2.045728998,-1.113241089,-0.668513576,-3.747915827,0
1.653278042,0.954209558,-1.436797994,0.929419557,-0.046351998,-2.607167058,0
1.788938659,1.630585685,0.208309163,-1.501727884,-0.49124262,1.153627636,0
-1.070246262,1.630585685,-1.843551832,0.077817103,-0.670715276,0.145901258,0
1.986222014,1.592096937,-0.11123681,-1.113345185,0.826047778,2.831388224,0
0.355448836,1.592096937,-1.252836634,-0.215234798,4.605286547,-0.507554688,0
-2.853271582,1.911040627,-0.326446358,-0.304968654,4.605286547,-0.469993921,0
0.912011221,-0.701970867,0.216175015,0.430526488,0.189313962,-0.055310947,1
0.964718304,-0.663482119,-2.316898223,-0.202244185,4.605286547,0.086996207,0
0.460262254,-3.093165248,1.086605614,-1.056290292,4.605286547,2.491086692,0
2.393553446,-2.878132861,-0.981667409,0.356226899,-0.496575568,-0.863883547,0
-0.417449633,1.592096937,0.343893776,-1.100171007,-2.422172473,1.29477539,0
0.860291278,1.949529375,-0.374540183,-0.274629248,0.19915871,3.036000475,0
-2.800113394,1.592096937,4.447572213,-0.515639229,4.605286547,0.501439432,1
1.586065293,1.311641996,4.311987601,-0.544223046,-2.203388849,1.367649342,1
0.359505338,-0.383027177,0.195470646,7.97553528,-1.113036287,0.406710965,0
-0.949593052,1.630585685,-2.316898223,-1.671528607,4.605286547,1.027898746,0
2.072718182,-0.663482119,-1.290178642,0.958370504,4.605286547,-0.930748091,0
0.528825504,1.273153247,0.310764543,-1.085424805,-2.200209362,1.356898267,0
-1.138888912,-4.406989634,4.447572213,-2.060094871,-2.243279002,0.813326105,1
-1.182756198,1.592096937,-1.707967219,0.932230341,4.605286547,-2.406505789,0
-0.703157195,1.630585685,-2.18131361,0.608288338,-0.487474259,-3.826066032,0
0.679310583,0.474352288,-2.18131361,-2.808709821,-2.864994958,3.036000475,0
2.395332795,1.630585685,4.311987601,-1.923773612,-1.111837537,2.08186219,1
-2.135132101,1.592096937,-1.572382607,0.945379892,0.205530571,0.277639557,0
1.77159243,-2.416789121,4.447572213,0.947823545,-0.057153531,-0.937308435,1
1.57042578,1.592096937,2.668955353,0.093985631,-1.780926858,1.750787893,1
1.49644312,-3.058093543,1.95549406,0.711459407,4.605286547,-0.520732905,1
-2.565275346,-0.710346053,-1.707967219,1.519285242,-1.371254754,0.951624748,0
1.055085405,1.273153247,-2.316898223,-0.557476693,-1.55880391,0.689473421,0
-3.7331471,-0.812538292,1.162601695,-1.054054831,-2.864994958,-0.249370693,1
-1.443181461,1.592096937,-1.467852317,-0.570467306,-1.559331659,-2.201893539,0
1.349212425,-3.811008046,-1.081996713,-0.771078662,4.605286547,0.938446531,0
2.147278104,-0.701970867,-1.130090539,0.664872004,-2.419360898,2.286474441,0
-2.485307822,1.592096937,-0.53937534,0.649541834,-1.115765735,0.744403135,0
1.576218978,0.155408598,1.328524294,0.36929698,-0.722842403,0.744403135,0
2.395332795,-2.559189171,-1.843551832,0.343236286,-0.262691959,-0.728745202,0
1.509873606,1.592096937,-2.316898223,0.878065702,-1.34224826,1.493929168,0
-1.61406502,1.949529375,-1.603436929,2.491695219,-0.272008957,-2.064145832,0
1.584531049,1.073750919,-1.690927717,0.150281635,-0.257436721,-2.815730291,0
0.912395091,1.592096937,4.726659165,-1.627831457,-1.323587989,1.875191513,1
1.367587168,-0.701970867,-1.910144385,1.48789064,-0.056196745,-2.084658727,0
1.506475917,-0.982425809,-1.843551832,-0.264057662,-2.864994958,0.404101603,0
-1.978822217,1.630585685,-1.843551832,-0.230828002,-0.899425774,-0.590997495,0
-1.176340707,1.630585685,1.527072606,1.843890682,4.605286547,1.439140969,1
1.738950258,-0.383027177,0.602224483,2.414480748,-0.058480571,1.754738875,1
1.436150007,-0.584065057,-2.045728998,-1.099987442,-0.269725132,-1.523183031,0
-0.525879734,-0.064083488,2.362247897,1.238719454,-0.698558982,1.289316917,1
-0.782121994,-1.735340312,-1.707967219,-1.920883358,-1.974094749,-3.146804588,0
1.408859964,1.630585685,2.362247897,0.605948781,-1.127894308,-0.396403163,1
-1.774790736,1.311641996,1.099444131,-0.261350973,-0.262691959,-0.728745202,1
-0.254283497,1.311641996,-2.045728998,-0.586348172,-1.345059835,-0.316911338,0
-3.620307262,-1.52923677,3.662597575,-2.808709821,-2.864994958,3.036000475,1
-3.318693149,-0.161210065,0.072724551,0.71135531,-0.029551788,-0.866492909,1
-0.573939017,-1.52923677,-1.843551832,7.97553528,-0.659170304,-1.273658985,0
-2.734999104,1.911040627,-1.436797994,-1.05899698,-0.483919246,-1.997281288,0
2.018455758,-1.515848226,0.620263246,-1.316296099,-1.53541615,1.153627636,0
0.47450603,1.630585685,-1.117252021,0.695762106,4.605286547,-4.493490879,0
-2.928452642,-0.801422471,2.349409379,0.948111207,0.161102344,-0.0507515,1
1.989489353,1.273153247,-2.316898223,-1.625675465,4.605286547,-0.3195207,0
-1.665370417,-0.584065057,2.409463439,7.97553528,-0.25557666,0.426138338,1
-2.385176402,-0.663482119,0.343893776,-1.126048136,4.605286547,-2.145696082,0
-0.402658731,1.949529375,-2.316898223,-1.717932444,-1.540671388,3.036000475,0
0.923858826,1.592096937,1.510410745,-0.554586439,-2.864994958,0.281039603,0
0.693941454,-1.020914557,4.591074552,-1.159277795,4.605286547,2.704926178,1
2.285790158,1.311641996,-0.981667409,0.402630736,-1.15854959,-1.604733282,0
-0.331899709,-1.740298454,-1.843551832,0.883486946,4.605286547,-4.493490879,0
0.281854793,0.155408598,2.804539965,-0.879216507,-1.327891713,0.829113683,0
2.751158617,1.630585685,-1.436797994,0.330062108,-0.465418812,-0.855025028,0
1.289386208,-2.559189171,-2.045728998,1.226049776,4.605286547,-0.861825121,0
0.851265005,-1.658801937,-0.855752426,-1.967287196,-2.198133611,0.161688836,0
-1.425803893,-0.52096753,-2.18131361,-1.380999829,-1.979349987,-1.799753859,0
-1.477550686,0.278272551,-1.843551832,0.088443531,-0.020736265,-2.148305444,0
-2.691557054,1.949529375,-1.774559773,-1.921434054,4.605286547,3.036000475,0
-2.394263131,-0.383027177,2.53337074,-0.320745423,-1.349649344,1.616991168,1
-3.559106653,1.592096937,-1.081996713,7.97553528,4.605286547,-0.728745202,0
-2.27850582,-2.777638602,4.447572213,-1.066653686,4.605286547,1.075477432,1
1.728505931,-1.020914557,-0.403790728,-1.717748879,-2.422172473,3.036000475,0
0.737090936,-5.272744285,3.856857015,-2.216825513,-2.416917235,2.217551471,1
2.316864345,1.630585685,0.208309163,-2.808709821,-2.200577274,3.036000475,0
2.758092471,0.11691985,-2.316898223,-1.409103774,-1.545343025,1.295326325,0
1.363887171,1.630585685,-0.720167814,-1.131461512,-1.983493874,-1.739080943,0
2.079513029,1.630585685,-2.316898223,-1.056473858,-1.785438657,-4.493490879,0
2.004066771,-0.20202384,-1.910144385,-0.573094525,-2.430987996,-0.738763121,0
-1.698558256,1.592096937,2.865222474,-1.007650994,-2.864994958,3.036000475,0
-1.885973647,1.592096937,3.870609236,-1.113057523,-0.66384194,0.745744755,1
2.436554885,-0.701970867,4.726659165,-2.808709821,-2.864994958,3.036000475,1
-0.727785454,-1.299044472,-2.316898223,1.022227232,1.495638574,-4.153189347,0
-1.930199279,1.949529375,-1.117252021,7.97553528,4.605286547,-4.493490879,0
0.768362045,1.273153247,-1.707967219,0.901444335,-0.925620693,-1.587972799,0
0.957059348,0.43586354,-0.491281515,0.963496219,4.605286547,2.08186219,0
-0.910075627,0.201180516,-2.045728998,0.034487085,0.387369179,-1.619418989,0
2.111327556,1.592096937,-2.316898223,-1.174975096,-1.163221226,0.813326105,0
0.545466915,0.992698306,-1.572382607,-0.850528594,-1.993338622,1.624325847,0
-2.322145143,1.592096937,0.175179931,-1.041064219,-1.10199279,-1.081674014,0
2.840146828,1.592096937,-0.846082796,-2.808709821,-0.458303512,1.295326325,0
-1.147003469,-2.774221559,-0.403790728,-0.544406612,-1.134266169,0.718128028,0
-2.653245243,-0.383027177,0.481509745,-0.212711675,-0.908609209,1.613040186,0
-2.147251933,1.311641996,-0.103370958,1.797006972,-0.466002413,-2.409905836,0
2.83836748,-0.982425809,0.620263246,2.121532944,0.793692272,0.413328838,0
2.289675386,0.662638795,-2.316898223,1.254129093,4.605286547,-1.604733282,0
1.014438046,-3.695980923,1.651195602,7.97553528,0.161547966,1.693248817,1
0.620808321,-0.802514487,-2.316898223,-2.808709821,-0.901125998,1.13894193,0
0.770251255,-0.701970867,3.450103178,-2.216825513,4.605286547,0.404101603,0
2.169712132,-2.059242144,-2.316898223,-0.171537648,0.378553655,-0.381825798,0
-1.976954236,-0.701970867,1.684324835,-2.808709821,-1.563843459,0.36580768,0
0.805398732,-1.339858247,2.835971929,1.498541695,-1.563843459,2.160012395,1
0.544393045,-0.755650553,3.721272403,0.093881535,4.605286547,1.619049594,1
1.399256622,-0.701970867,-2.18131361,0.343236286,-0.453791713,-2.07015524,0
1.909433769,-0.20202384,-0.991337038,-0.557397224,-1.149366154,-0.869653207,0
-2.907969165,0.954209558,0.508728933,7.97553528,-0.46355875,2.491086692,0
2.725525333,-0.663482119,2.700387317,-0.153237756,-2.864994958,0.357073853,0
-1.568349528,1.592096937,-0.977466423,3.315297824,0.60503618,-1.409348265,0
-1.800413922,-1.020914557,-0.855752426,-0.189070007,-1.563843459,0.158528539,0
-0.467687611,0.558727493,-1.690927717,0.356306368,-0.041464672,-1.478271235,0
-1.844223362,-1.339858247,-1.117252021,0.037010207,-1.536159589,1.41783739,0
-3.325593829,-0.383027177,-2.316898223,-0.791054675,4.605286547,0.276297937,0
-1.150093443,-0.472454977,-0.846082796,-0.199721062,-1.095780766,0.03941752,0
0.381177702,0.992698306,-1.252836634,-2.808709821,-1.563843459,-2.951419572,0
0.567405208,-1.620313188,-2.18131361,-1.056473858,-0.262691959,0.882701777,0
1.378306207,1.911040627,-2.316898223,-0.567944183,-1.321519852,-0.530693295,0
-3.6137504,-1.832466889,-2.316898223,-0.277048274,-1.563843459,-1.42008299,0
1.910790731,-6.229575355,-1.117252021,-1.717748879,-0.916010294,-0.72613584,0
2.684988876,1.630585685,-0.584583201,-1.053846638,-1.547786688,-1.6007823,0
-0.654714828,-1.844763417,1.684324835,-1.100091538,4.605286547,2.217551471,0
-0.737882982,1.592096937,-0.991337038,1.194838739,-0.93178128,-2.199226648,0
1.756575259,-0.163535092,-1.436797994,0.649070607,-0.248919014,0.689473421,0
1.500318042,1.592096937,-2.045728998,-0.259219609,0.424308922,-1.396170049,0
-1.527776651,1.949529375,-1.690927717,-0.760531703,-1.563843459,-3.816838797,0
0.330741502,1.311641996,4.583156826,-1.159277795,-1.339804597,2.626775973,0
2.136093045,-0.20202384,-1.252836634,-2.808709821,-2.864994958,-4.151130921,0
-1.631969912,1.592096937,0.828274906,-1.921066924,-2.864994958,1.503338622,0
0.46908737,1.630585685,-1.843551832,0.695762106,-0.262691959,2.422163722,0
1.843934744,0.11691985,-2.316898223,-2.808709821,-2.864994958,1.023230958,0
0.800277764,-1.273996571,1.027017083,-0.994372719,-1.770999984,2.290425423,1
2.179334845,0.43586354,-1.252836634,3.008888179,1.047642976,-3.4857645,0
-2.724283134,1.630585685,-1.690927717,1.194655174,-0.243663776,-0.263323244,0
0.695667345,-0.701970867,-0.991337038,0.036826642,0.177686864,-0.593055921,0
1.10032341,1.592096937,-2.045728998,-0.616975239,-0.470756176,-1.18689001,0
2.038254316,0.11691985,-2.316898223,-0.817403031,4.605286547,-0.861825121,0
-2.018704047,0.662638795,0.479478388,0.927768064,-2.864994958,1.025897848,0
-0.539583781,-0.877960846,0.414917192,-1.056577954,-1.795283405,1.619049594,1
0.97113761,0.11691985,0.755847858,-0.220281043,4.605286547,2.831388224,1
-2.337854782,-3.158587803,-1.603436929,-0.480549884,-0.684786037,-2.201893539,0
-2.146624654,1.592096937,1.786780215,-1.072171158,-1.995038846,0.949015386,0
2.01817204,1.630585685,-0.142291133,0.636551221,0.189975275,-2.266865527,0
2.198804333,-0.383027177,-2.316898223,0.651881391,-0.271507482,-3.621453781,0
-3.046388737,0.43586354,3.115058881,-0.763342488,-2.864994958,1.707950873,1
1.571128102,1.592096937,-2.045728998,7.97553528,-1.563843459,1.401259127,0
2.043333174,-0.163535092,-1.843551832,-2.808709821,-1.314932302,-1.805394551,0
2.141317441,1.592096937,-2.316898223,0.327538985,0.19915871,-0.3195207,0
0.588593372,0.11691985,3.620314649,-2.808709821,-2.864994958,2.626775973,0
-1.259052006,-0.982425809,0.891432471,-2.808709821,-2.864994958,3.036000475,1
2.063750731,-1.631429009,1.093609637,-1.408816112,-1.764126649,0.73383428,1
-0.277018596,-0.436706864,-1.690927717,0.592486941,-1.104436453,-0.730086822,0
-3.704936563,1.949529375,0.387014936,-1.056473858,4.605286547,0.949015386,1
-1.096606281,-0.482478781,-1.707967219,-0.819822057,-1.979349987,2.491086692,0
-2.310124771,0.635265868,-0.11123681,-0.277415405,4.605286547,-2.063594896,0
-0.353158189,1.592096937,-1.081996713,0.620670355,4.605286547,1.033725934,0
1.017767229,-2.239202826,3.300153579,0.063174998,-1.334549359,2.016988436,1
-3.093942624,-3.197076551,2.429218092,-1.053767169,1.038459541,3.036000475,0
2.230473322,0.954209558,-1.217581326,-0.449843347,-0.232118804,-2.207902947,0
0.905463326,0.155408598,-0.723336701,-0.554402874,0.180130527,-2.94881021,0
-3.303721851,-0.383027177,-2.045728998,0.605661119,-1.987637761,-1.729853708,0
-2.733269885,-0.701970867,1.819909447,-0.557397224,-2.864994958,0.949015386,0
-2.995455421,1.311641996,1.086605614,-0.171354083,-0.46807055,1.305878831,1
-4.622764645,-0.701970867,-0.584583201,-0.572990428,-1.562143234,-1.6007823,0
0.615740875,-0.663482119,2.091078672,-0.305048123,-1.132565945,1.67990473,1
1.756371521,-0.663482119,4.447572213,-0.806751976,4.605286547,1.962751172,1
0.378585382,0.155408598,-1.130090539,-1.100171007,-2.200577274,2.364624646,0
-1.185015491,-0.383027177,1.093609637,-1.056473858,-1.324115738,0.744403135,0
1.225701117,-0.701970867,3.599440011,0.093593873,-0.701370557,1.414437344,1
-4.25375266,-1.020914557,-1.572382607,-0.408477111,4.605286547,2.08186219,0
1.510297503,-4.453853568,2.429218092,3.5980658,-2.864994958,2.699649925,0
-0.305884854,-0.383027177,-1.081996713,-0.469339488,4.605286547,-0.521449711,0
1.832325028,-0.383027177,-0.991337038,7.97553528,-1.35652268,-0.602465375,0
0.773873582,1.592096937,-0.981667409,0.914306224,4.605286547,0.529222029,0
-0.889283878,1.949529375,3.721272403,-0.462066426,-0.477331696,0.744403135,1
0.03564576,1.592096937,-0.46203097,0.356330995,4.605286547,-3.826066032,0
0.813274343,-0.663482119,2.804539965,0.060260117,-0.235008089,0.414061993,1
0.62794901,-3.578075112,-1.572382607,0.340713163,-0.491402457,-2.389210721,0
0.28738671,-1.121458177,2.091078672,-0.245757769,0.162213694,1.619049594,1
1.919121954,-0.163535092,-1.117252021,-2.808709821,-2.864994958,-4.493490879,0
-2.578697717,0.811694968,0.072724551,-2.559171504,-0.248042012,3.036000475,0
-2.830495694,1.949529375,-2.18131361,-0.202348281,4.605286547,-0.521523589,0
1.524397478,-1.020914557,-0.841881811,2.095368153,-0.265053495,-1.204185079,0
0.479378336,1.311641996,0.072724551,-0.74485903,4.605286547,1.619049594,0
-1.447381119,1.630585685,-0.491281515,0.621254323,4.605286547,-3.826066032,1
0.261545981,1.911040627,-1.16562877,0.914593886,-0.256320098,1.483360314,0
-0.474992177,1.311641996,-1.252836634,0.047294132,-1.144193043,0.145901258,0
-0.711119549,-1.301369498,0.963859519,1.812520708,-0.226941277,1.41783739,0
0.047499189,0.43586354,1.510410745,0.29943504,-1.987797598,0.149301304,0
-0.263336982,-1.312485319,0.479478388,2.447998069,-2.864994958,0.539790884,1
1.88297584,-2.520700423,-0.720167814,0.060364213,-0.698558982,2.491086692,0
-2.409977506,0.43586354,-2.045728998,-0.701529011,-2.213744759,2.044301423,0
-2.243529075,1.949529375,4.99782839,0.060443682,-0.668353739,1.493929168,1
-1.229312742,1.592096937,3.612396923,-0.204767308,-1.340548035,-1.273658985,1
-0.663401954,1.949529375,-1.252836634,-0.171537648,-1.119320748,-2.746807321,0
0.456024225,0.474352288,2.976756787,7.97553528,-2.192878373,0.88950187,0
1.93629297,1.592096937,2.668955353,-0.613797324,4.605286547,1.297202532,1
-0.980828027,0.343695105,4.726659165,0.137499215,-1.556887996,3.036000475,1
-4.953348576,-0.802514487,2.213824767,-2.216825513,-1.554444333,1.674794348,1
0.51296628,1.592096937,0.128684228,1.902597067,4.605286547,-0.38844367,0
1.766638356,1.630585685,-2.316898223,-0.853155813,-2.203388849,-1.941083831,0
-0.696671414,-1.835883932,-0.855752426,0.343315755,-0.678198487,-0.861825121,0
-1.855260891,-0.156251922,-0.235786683,0.093114001,-0.450231428,2.286474441,0
1.483731504,1.630585685,-2.316898223,0.63917844,4.605286547,-2.871927747,0
0.002862893,1.592096937,-1.707967219,1.243661603,4.605286547,0.744403135,0
1.525509626,1.273153247,-0.858921314,-2.217009078,-2.200577274,-1.53185933,0
2.5729467,1.592096937,1.103656908,-1.468394128,-0.682342374,-1.736471581,0
-0.262036232,-0.794139302,-1.130090539,0.093593873,-0.274236931,-1.397511669,0
0.291931856,0.43586354,-2.316898223,-2.060094871,-0.262691959,-0.263323244,0
-3.12165098,-1.020914557,2.668955353,-1.380999829,-2.640956097,0.949015386,1
-0.441626612,1.311641996,-1.572382607,1.210431944,-0.04109676,-1.736471581,0
0.87631849,-1.183463688,0.602224483,-1.424513413,-1.976538412,1.134990948,0
-3.72307772,-0.701970867,-0.935377361,-0.87687695,-0.897197801,-0.933357453,0
0.270076462,-0.383027177,4.726659165,-0.153901193,-1.755311125,2.422163722,1
-3.136494196,-0.383027177,-1.910144385,-0.789482651,-1.35453667,0.69081504,0
1.451452826,-0.701970867,-2.18131361,-0.274629248,-1.756643437,0.488812152,0
1.019968666,1.592096937,4.583156826,-0.922730091,-2.192878373,3.036000475,1
0.605361973,-0.383027177,-2.045728998,0.034119954,-1.757386876,1.288765981,0
0.444918229,1.311641996,-2.316898223,0.000994391,-0.672575337,-0.524132951,0
0.944408672,-0.701970867,4.447572213,0.90170737,-0.703732094,2.295701676,1
-0.510003416,1.630585685,-0.858921314,0.067533179,-0.690574296,-2.962154297,0
-2.766610821,-0.383027177,-1.301213382,1.472481001,-0.03650725,0.284199901,0
